country,commodity,year,loss_percentage,food_supply_stage
India,"Other tropical and subtropical fruits, n.e.c.",2010,11.3,Farm
India,"Other tropical and subtropical fruits, n.e.c.",2010,8.2,Wholesale
India,"Other tropical and subtropical fruits, n.e.c.",2010,40.0,Harvest
India,Okra,2009,13.0,Farm
India,Tomatoes,2009,9.4,Storage
India,Tomatoes,2009,11.9,Transport
India,Tomatoes,2009,8.4,Storage
India,Tomatoes,2009,1.8,Storage
India,Tomatoes,2009,4.2,Harvest
India,Okra,2009,3.5,Retail
India,Okra,2009,4.0,Storage
India,Okra,2009,3.5,Harvest
India,Okra,2009,4.5,Farm
India,Okra,2009,4.3,Transport
India,"Mangoes, guavas and mangosteens",2009,4.5,Farm
India,"Mangoes, guavas and mangosteens",2009,5.8,Storage
India,"Mangoes, guavas and mangosteens",2009,4.0,Retail
India,"Mangoes, guavas and mangosteens",2009,3.0,Harvest
India,"Mangoes, guavas and mangosteens",2009,7.5,Transport
India,Cabbages,2008,17.5,Farm
India,Cauliflowers and broccoli,2008,17.5,Farm
India,Tomatoes,2008,35.0,Post-harvest
Australia,Tomatoes,2017,2.4,Retail
Australia,Tomatoes,2017,10.8,Farm
Australia,Tomatoes,2017,28.7,Farm
Australia,Tomatoes,2017,47.0,Farm
Australia,Tomatoes,2017,5.4,Retail
Australia,Cabbages,2015,12.0,Households
Australia,Cabbages,2015,27.0,Households
Australia,Cauliflowers and broccoli,2015,37.0,Households
Australia,Cauliflowers and broccoli,2015,31.0,Households
Australia,Lettuce and chicory,2015,14.0,Households
Australia,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2015,26.0,Households
Australia,Carrots and turnips,2015,31.0,Households
Australia,"Sweet corn, frozen",2015,27.0,Households
Australia,Cabbages,2013,20.0,Processing
Australia,Cabbages,2013,32.5,Market
Australia,Cauliflowers and broccoli,2013,3.0,Processing
Australia,Cauliflowers and broccoli,2013,10.0,Farm
Australia,Cauliflowers and broccoli,2013,28.0,Market
Australia,Cauliflowers and broccoli,2013,65.0,Processing
Australia,Cauliflowers and broccoli,2013,11.0,Farm
Australia,Cauliflowers and broccoli,2013,24.0,Whole supply chain
Australia,Cauliflowers and broccoli,2013,3.0,Processing
Australia,Lettuce and chicory,2013,6.0,Farm
Australia,Lettuce and chicory,2013,4.0,Farm
Australia,Lettuce and chicory,2013,16.0,Processing
Australia,Lettuce and chicory,2013,17.0,Whole supply chain
Australia,Lettuce and chicory,2013,50.0,Whole supply chain
Australia,Lettuce and chicory,2013,15.0,Whole supply chain
Australia,Lettuce and chicory,2013,9.0,Processing
Australia,Lettuce and chicory,2013,10.0,Processing
Australia,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2013,8.0,Farm
Australia,Carrots and turnips,2013,1.0,Processing
Australia,Carrots and turnips,2013,1.0,Farm
Australia,Carrots and turnips,2013,5.0,Processing
Australia,"Other vegetables, fresh n.e.c.",2013,15.0,Whole supply chain
Australia,"Other vegetables, fresh n.e.c.",2013,10.0,Whole supply chain
Australia,"Other vegetables, fresh n.e.c.",2013,1.0,Processing
Australia,"Other vegetables, fresh n.e.c.",2013,10.0,Farm
Australia,"Sweet corn, frozen",2013,20.0,Whole supply chain
Australia,"Sweet corn, frozen",2013,38.5,Processing
Indonesia,Strawberries,2010,30.0,Post-harvest
Côte d'Ivoire,Plantains and cooking bananas,2013,35.0,Whole supply chain
Kenya,"Mangoes, guavas and mangosteens",2015,13.0,Whole supply chain
Kenya,"Mangoes, guavas and mangosteens",2013,1.5,Export
Kenya,"Mangoes, guavas and mangosteens",2013,20.5,Processing
Kenya,"Mangoes, guavas and mangosteens",2013,12.0,Processing
Kenya,"Mangoes, guavas and mangosteens",2013,40.0,Farm
Kenya,Bananas,2012,9.0,Retail
Kenya,Bananas,2012,20.0,Processing
Kenya,Bananas,2012,0.0,Wholesale
Kenya,Bananas,2012,50.0,Farm
Kenya,Bananas,2012,2.5,Trader
Kenya,Bananas,2012,10.0,Transport
Kenya,Bananas,2012,25.0,Farm
Kenya,Bananas,2012,31.5,Farm
Kenya,Bananas,2012,1.3,Retail
Kenya,Bananas,2012,3.0,Wholesale
Kenya,Bananas,2012,1.8,Retail
Kenya,Tomatoes,2012,5.5,Farm
Kenya,Bananas,2012,32.0,Transport
Kenya,Bananas,2012,4.0,Processing
Kenya,"Mangoes, guavas and mangosteens",2012,25.0,Whole supply chain
Kenya,"Mangoes, guavas and mangosteens",2010,35.0,Farm
Kenya,Bananas,2010,40.0,Post-harvest
Kenya,"Mangoes, guavas and mangosteens",2010,25.0,Whole supply chain
Lao People's Democratic Republic,Cucumbers and gherkins,2008,8.7,Whole supply chain
Lao People's Democratic Republic,Tomatoes,2008,16.9,Whole supply chain
Lao People's Democratic Republic,"Other beans, green",2008,12.2,Whole supply chain
Latin America and the Caribbean,"Other fruits, n.e.c.",2011,10.0,Households
Latin America and the Caribbean,"Other fruits, n.e.c.",2011,12.0,Wholesale
Latin America and the Caribbean,"Other fruits, n.e.c.",2011,20.0,Farm
Latin America and the Caribbean,"Other fruits, n.e.c.",2011,10.0,Farm
Latin America and the Caribbean,"Other fruits, n.e.c.",2011,20.0,Processing
Mexico,Tomatoes,2016,7.6,Wholesale
Mexico,Tomatoes,2016,10.3,Harvest
Mexico,Tomatoes,2016,13.9,
Mexico,Cucumbers and gherkins,2015,45.5,Whole supply chain
Mexico,Cantaloupes and other melons,2013,41.2,Whole supply chain
Mexico,Eggplants (aubergines),2013,49.1,Whole supply chain
Mexico,Tomatoes,2013,17.8,Whole supply chain
Mexico,Tomatoes,2013,28.9,Whole supply chain
Mexico,"Pumpkins, squash and gourds",2013,14.7,Whole supply chain
Mexico,Carrots and turnips,2013,19.0,Whole supply chain
Mexico,Green garlic,2013,21.4,Whole supply chain
Mexico,"Onions and shallots, green",2013,32.1,Whole supply chain
Mexico,Papayas,2013,22.8,Whole supply chain
Mexico,Pineapples,2013,32.8,Whole supply chain
Mexico,Lemons and limes,2013,33.4,Whole supply chain
Mexico,Oranges,2013,23.2,Whole supply chain
Mexico,Grapes,2013,45.5,Whole supply chain
Mexico,Watermelons,2011,0.4,Whole supply chain
Mexico,Avocados,2011,3.9,Whole supply chain
Mexico,Bananas,2011,0.5,Whole supply chain
Mexico,"Mangoes, guavas and mangosteens",2011,0.2,Whole supply chain
Mexico,Papayas,2011,0.0,Whole supply chain
Mexico,Pineapples,2011,9.9,Whole supply chain
Mexico,Lemons and limes,2011,0.7,Whole supply chain
Mexico,Oranges,2011,0.8,Whole supply chain
Bangladesh,Tomatoes,2016,2.6,Wholesale
Bangladesh,Tomatoes,2014,10.0,Trader
Bangladesh,Tomatoes,2014,15.0,Transport
Bangladesh,Tomatoes,2014,15.4,Farm
Bangladesh,Tomatoes,2014,35.0,Farm
Bangladesh,Tomatoes,2010,13.0,Wholesale
Bangladesh,Tomatoes,2010,10.8,Wholesale
Bangladesh,Tomatoes,2010,8.1,Retail
Bangladesh,Tomatoes,2010,4.5,Trader
Bangladesh,Tomatoes,2010,1.4,Processing
Bangladesh,Tomatoes,2010,13.3,Farm
Bangladesh,Cauliflowers and broccoli,2010,10.3,Wholesale
Bangladesh,Cauliflowers and broccoli,2010,4.2,Farm
Bangladesh,Cauliflowers and broccoli,2010,9.2,Trader
Bangladesh,Cauliflowers and broccoli,2010,10.7,Retail
Bangladesh,Cauliflowers and broccoli,2010,34.4,Whole supply chain
Bangladesh,Cauliflowers and broccoli,2010,9.2,Trader
Bangladesh,Cauliflowers and broccoli,2010,10.3,Wholesale
Bangladesh,Cauliflowers and broccoli,2010,10.7,Retail
Bangladesh,Cauliflowers and broccoli,2010,4.2,Farm
Bangladesh,Cucumbers and gherkins,2010,4.7,Retail
Bangladesh,Cucumbers and gherkins,2010,10.7,Wholesale
Bangladesh,Cucumbers and gherkins,2010,4.5,Trader
Bangladesh,Cucumbers and gherkins,2010,7.2,Farm
Bangladesh,Cucumbers and gherkins,2010,27.1,Whole supply chain
Bangladesh,Cucumbers and gherkins,2010,4.5,Trader
Bangladesh,Cucumbers and gherkins,2010,10.7,Wholesale
Bangladesh,Cucumbers and gherkins,2010,7.2,Farm
Bangladesh,Eggplants (aubergines),2010,7.4,Trader
Bangladesh,Eggplants (aubergines),2010,7.4,Trader
Bangladesh,Eggplants (aubergines),2010,6.6,Retail
Bangladesh,Eggplants (aubergines),2010,6.9,Farm
Bangladesh,Eggplants (aubergines),2010,6.9,Farm
Bangladesh,Eggplants (aubergines),2010,6.4,Retail
Bangladesh,Eggplants (aubergines),2010,29.4,Whole supply chain
Bangladesh,Eggplants (aubergines),2010,8.4,Wholesale
Bangladesh,Eggplants (aubergines),2010,8.4,Wholesale
Bangladesh,Tomatoes,2010,6.9,Farm
Bangladesh,Tomatoes,2010,8.9,Retail
Bangladesh,Tomatoes,2010,8.0,Wholesale
Bangladesh,Tomatoes,2010,9.1,Trader
Bangladesh,Tomatoes,2010,9.1,Trader
Bangladesh,Tomatoes,2010,8.0,Wholesale
Bangladesh,Tomatoes,2010,6.9,Farm
Bangladesh,Tomatoes,2010,8.9,Retail
Bangladesh,Tomatoes,2010,32.9,Whole supply chain
Bangladesh,Okra,2010,8.3,Retail
Bangladesh,Okra,2010,10.7,Retail
Bangladesh,Okra,2010,4.2,Farm
Bangladesh,Okra,2010,4.9,Wholesale
Bangladesh,Okra,2010,10.3,Wholesale
Bangladesh,Okra,2010,9.8,Trader
Bangladesh,Okra,2010,9.8,Trader
Bangladesh,Okra,2010,32.3,Whole supply chain
Bangladesh,Okra,2010,4.9,Wholesale
Bangladesh,Okra,2010,9.4,Farm
Bangladesh,Okra,2010,9.4,Farm
Bangladesh,Okra,2010,8.3,Retail
Bangladesh,Okra,2010,9.2,Trader
Bangladesh,Bananas,2010,8.6,Wholesale
Bangladesh,Bananas,2010,3.2,Retail
Bangladesh,Bananas,2010,7.7,Farm
Bangladesh,Bananas,2010,3.2,Retail
Bangladesh,Bananas,2010,5.1,Trader
Bangladesh,Bananas,2010,3.2,Retail
Bangladesh,Bananas,2010,7.7,Farm
Bangladesh,Bananas,2010,5.1,Trader
Bangladesh,Bananas,2010,8.6,Wholesale
Bangladesh,Bananas,2010,4.7,Retail
Bangladesh,Bananas,2010,24.6,Whole supply chain
Bangladesh,Bananas,2010,8.6,Wholesale
Bangladesh,Bananas,2010,7.7,Farm
Bangladesh,Bananas,2010,5.1,Trader
Bangladesh,"Mangoes, guavas and mangosteens",2010,4.1,Farm
Bangladesh,"Mangoes, guavas and mangosteens",2010,27.4,Whole supply chain
Bangladesh,"Mangoes, guavas and mangosteens",2010,8.0,Trader
Bangladesh,"Mangoes, guavas and mangosteens",2010,9.3,Wholesale
Bangladesh,"Mangoes, guavas and mangosteens",2010,8.4,Trader
Bangladesh,"Mangoes, guavas and mangosteens",2010,7.0,Retail
Bangladesh,"Mangoes, guavas and mangosteens",2010,4.0,Farm
Bangladesh,"Mangoes, guavas and mangosteens",2010,7.0,Retail
Bangladesh,"Mangoes, guavas and mangosteens",2010,8.0,Wholesale
Bangladesh,"Mangoes, guavas and mangosteens",2010,8.0,Trader
Bangladesh,"Mangoes, guavas and mangosteens",2010,8.0,Wholesale
Bangladesh,"Mangoes, guavas and mangosteens",2010,6.7,Retail
Bangladesh,"Mangoes, guavas and mangosteens",2010,4.0,Farm
Bangladesh,Papayas,2010,12.2,Wholesale
Bangladesh,Papayas,2010,12.2,Wholesale
Bangladesh,Papayas,2010,6.1,Farm
Bangladesh,Papayas,2010,7.9,Retail
Bangladesh,Papayas,2010,7.9,Retail
Bangladesh,Papayas,2010,6.1,Farm
Bangladesh,Papayas,2010,13.7,Trader
Bangladesh,Papayas,2010,39.9,Whole supply chain
Bangladesh,Papayas,2010,13.7,Trader
Bangladesh,Pineapples,2010,14.1,Wholesale
Bangladesh,Pineapples,2010,10.4,Farm
Bangladesh,Pineapples,2010,10.4,Farm
Bangladesh,Pineapples,2010,11.6,Trader
Bangladesh,Pineapples,2010,11.6,Trader
Bangladesh,Pineapples,2010,7.0,Retail
Bangladesh,Pineapples,2010,43.0,Whole supply chain
Bangladesh,Pineapples,2010,14.1,Wholesale
Bangladesh,Pineapples,2010,7.0,Retail
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,5.1,Retail
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,6.1,Wholesale
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,8.5,Farm
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,6.1,Wholesale
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,5.1,Trader
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,5.1,Trader
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,6.1,Wholesale
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,24.9,Whole supply chain
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,8.5,Farm
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,5.1,Retail
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,5.1,Trader
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,5.1,Retail
Bangladesh,"Other tropical and subtropical fruits, n.e.c.",2010,8.5,Farm
Bangladesh,Oranges,2010,8.7,Retail
Bangladesh,Oranges,2010,5.2,Farm
Bangladesh,Oranges,2010,5.2,Farm
Bangladesh,Oranges,2010,23.6,Whole supply chain
Bangladesh,Oranges,2010,4.0,Wholesale
Bangladesh,Oranges,2010,8.7,Retail
Bangladesh,Oranges,2010,5.7,Trader
Bangladesh,Oranges,2010,5.7,Trader
Bangladesh,Oranges,2010,4.0,Wholesale
Bangladesh,Oranges,2010,5.2,Farm
Bangladesh,Oranges,2010,8.7,Retail
Bangladesh,Oranges,2010,4.0,Wholesale
Bangladesh,Oranges,2010,5.7,Trader
Bangladesh,Papayas,2008,39.9,Whole supply chain
Bangladesh,Pineapples,2008,43.0,Whole supply chain
Armenia,Tomatoes,2013,3.0,Farm
Armenia,Tomatoes,2013,1.0,Households
Armenia,Tomatoes,2013,2.0,Farm
Armenia,Tomatoes,2013,3.0,Processing
Armenia,Tomatoes,2013,2.0,Wholesale
Armenia,Apples,2013,6.0,Processing
Armenia,Apples,2013,2.0,Wholesale
Armenia,Apples,2013,5.0,Farm
Armenia,Apples,2013,4.0,Farm
Armenia,Apples,2013,1.0,Households
Armenia,Tomatoes,2009,26.0,Processing
Armenia,Tomatoes,2009,11.0,Households
Armenia,Tomatoes,2009,18.0,Wholesale
Armenia,Tomatoes,2009,18.0,Storage
Armenia,Tomatoes,2009,27.0,Farm
Armenia,Apples,2009,4.0,Households
Armenia,Apples,2009,47.0,Farm
Armenia,Apples,2009,24.0,Processing
Armenia,Apples,2009,17.0,Storage
Armenia,Apples,2009,8.0,Wholesale
Oman,Cucumbers and gherkins,2011,35.0,Harvest
Nepal,Oranges,2013,5.0,Storage
Nepal,"Tangerines, mandarins, clementines",2013,5.0,Storage
Nepal,"Tangerines, mandarins, clementines",2011,1.5,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,1.0,Retail
Nepal,"Tangerines, mandarins, clementines",2011,7.0,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,1.8,Wholesale
Nepal,"Tangerines, mandarins, clementines",2011,0.6,Processing
Nepal,"Tangerines, mandarins, clementines",2011,5.0,Wholesale
Nepal,"Tangerines, mandarins, clementines",2011,2.5,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,4.5,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,5.5,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,2.5,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,25.0,Transport
Nepal,"Tangerines, mandarins, clementines",2011,5.5,Harvest
Nepal,"Tangerines, mandarins, clementines",2011,40.1,Storage
Nigeria,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2010,12.0,Harvest
Nigeria,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2010,15.0,Transport
Nigeria,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",2010,10.0,Transport
Nigeria,Tomatoes,2010,28.0,Transport
Nigeria,Tomatoes,2010,20.0,Farm
Nigeria,Tomatoes,2010,20.0,Harvest
Nigeria,Tomatoes,2010,28.0,Transport
Nigeria,Plantains and cooking bananas,2010,26.0,Farm
Norway,"Peas, green",2017,2.0,Harvest
Norway,"Peas, green",2017,1.0,Pre-harvest
Norway,"Peas, green",2017,5.5,Processing
Norway,Carrots and turnips,2017,6.8,Farm
Norway,Carrots and turnips,2017,17.7,Harvest
Norway,Carrots and turnips,2017,1.6,Storage
Norway,Carrots and turnips,2017,4.6,Harvest
Norway,"Onions and shallots, green",2017,8.4,Farm
Norway,"Onions and shallots, green",2017,7.5,Processing
Norway,"Onions and shallots, green",2017,0.9,Harvest
Norway,Carrots and turnips,2013,1.6,Farm
Norway,Carrots and turnips,2013,18.0,Whole supply chain
Norway,"Onions and shallots, green",2013,13.3,Storage
Norway,"Onions and shallots, green",2013,8.0,Whole supply chain
Norway,Carrots and turnips,2012,1.6,Farm
Norway,Carrots and turnips,2012,18.0,Whole supply chain
Norway,"Onions and shallots, green",2012,8.0,Whole supply chain
Norway,"Onions and shallots, green",2012,13.3,Storage
Norway,Carrots and turnips,2011,18.0,Whole supply chain
Norway,Carrots and turnips,2011,1.6,Farm
Norway,"Onions and shallots, green",2011,8.0,Whole supply chain
Norway,"Onions and shallots, green",2011,13.3,Storage
Pakistan,"Tangerines, mandarins, clementines",2015,11.2,Wholesale
Pakistan,"Tangerines, mandarins, clementines",2015,32.4,Harvest
Pakistan,"Tangerines, mandarins, clementines",2015,1.4,Retail
Pakistan,Plums and sloes,2013,21.5,Retail
Pakistan,"Mangoes, guavas and mangosteens",2012,35.0,Whole supply chain
Pakistan,"Mangoes, guavas and mangosteens",2012,5.0,Farm
Pakistan,"Mangoes, guavas and mangosteens",2012,5.0,Farm
Pakistan,Grapes,2011,2.0,Farm
Pakistan,Grapes,2011,6.5,Retail
Pakistan,Grapes,2011,4.8,Harvest
Pakistan,Grapes,2011,5.2,Transport
Pakistan,"Mangoes, guavas and mangosteens",2010,1.8,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,4.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,3.3,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,5.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,3.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,5.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,2.7,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,1.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,4.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2010,2.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,5.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,4.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,1.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,2.7,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,3.3,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,2.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,5.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,1.8,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,4.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,3.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2009,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,1.8,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,1.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,5.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,2.7,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,2.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,3.3,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,4.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,3.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,3.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,4.5,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,4.0,Storage
Pakistan,"Mangoes, guavas and mangosteens",2008,5.0,Storage
Pakistan,Tomatoes,2007,20.0,
Panama,Cabbages,2013,24.0,
Panama,Lettuce and chicory,2013,24.0,
Panama,Tomatoes,2013,24.0,
Panama,"Onions and shallots, green",2013,24.0,
Paraguay,Strawberries,2013,11.5,Storage
Paraguay,Strawberries,2013,12.0,Storage
Philippines,Papayas,2012,9.2,Wholesale
Philippines,Lettuce and chicory,2011,11.5,Wholesale
Philippines,Tomatoes,2011,10.8,Wholesale
Philippines,Papayas,2011,15.3,Wholesale
Philippines,Papayas,2011,13.0,Transport
Philippines,Papayas,2011,8.9,Transport
Philippines,Papayas,2011,2.5,Transport
Philippines,Papayas,2011,15.7,Transport
Guinea-Bissau,Plantains and cooking bananas,2013,35.0,Whole supply chain
Rwanda,Tomatoes,2010,4.9,Farm
Rwanda,Tomatoes,2010,10.6,Wholesale
Rwanda,Tomatoes,2010,10.6,Retail
Rwanda,Bananas,2010,7.4,Farm
Rwanda,Bananas,2010,15.1,Retail
Rwanda,Bananas,2010,15.1,Wholesale
Rwanda,Pineapples,2010,11.5,Wholesale
Rwanda,Pineapples,2010,5.9,Farm
Rwanda,Pineapples,2010,11.5,Retail
Rwanda,Bananas,2009,7.4,Retail
Rwanda,Bananas,2009,34.1,Wholesale
Rwanda,Bananas,2009,17.9,Farm
Rwanda,Bananas,2009,27.3,Retail
Rwanda,Pineapples,2009,2.9,Retail
Rwanda,Tomatoes,2009,10.7,Wholesale
Rwanda,Tomatoes,2009,2.0,Farm
Rwanda,Tomatoes,2009,14.7,Retail
Rwanda,Tomatoes,2009,11.0,Wholesale
Rwanda,Tomatoes,2009,6.5,Retail
Rwanda,Tomatoes,2009,6.0,Farm
Rwanda,Tomatoes,2009,12.5,Retail
Rwanda,Tomatoes,2009,7.0,Wholesale
Rwanda,Tomatoes,2009,7.8,Farm
Rwanda,Bananas,2009,9.5,Wholesale
Rwanda,Bananas,2009,7.5,Farm
Rwanda,Bananas,2009,14.8,Farm
Rwanda,Bananas,2009,35.1,Wholesale
Rwanda,Bananas,2009,30.1,Retail
Rwanda,Bananas,2009,35.1,Wholesale
Rwanda,Bananas,2009,19.0,Wholesale
Rwanda,Bananas,2009,14.8,Farm
Rwanda,Bananas,2009,25.0,Retail
Rwanda,Bananas,2009,30.1,Retail
Rwanda,Pineapples,2009,15.9,Retail
Rwanda,Pineapples,2009,17.0,Wholesale
Rwanda,Pineapples,2009,15.9,Retail
Rwanda,Pineapples,2009,17.0,Wholesale
Rwanda,Pineapples,2009,20.0,Wholesale
Rwanda,Pineapples,2009,11.8,Farm
Rwanda,Pineapples,2009,2.0,Retail
Rwanda,Pineapples,2009,2.9,Wholesale
Rwanda,Pineapples,2009,10.4,Farm
Rwanda,Pineapples,2009,21.0,Retail
Rwanda,Pineapples,2009,10.4,Farm
Saint Kitts and Nevis,"Broad beans and horse beans, green",2016,30.0,Post-harvest
Saint Lucia,Tomatoes,2015,5.0,Retail
Saint Lucia,Tomatoes,2015,7.0,Harvest
Saint Lucia,Tomatoes,2015,8.0,Processing
Saint Lucia,"Mangoes, guavas and mangosteens",2015,13.0,Processing
Saint Lucia,"Mangoes, guavas and mangosteens",2015,8.0,Harvest
Saint Lucia,"Mangoes, guavas and mangosteens",2015,2.0,Retail
Saint Lucia,Bananas,2013,30.0,
Saint Lucia,Pineapples,2013,30.0,
Viet Nam,Tomatoes,2008,19.1,Whole supply chain
Sweden,"Peas, green",2017,21.4,Farm
Sweden,"Peas, green",2017,8.2,Processing
Sweden,"Peas, green",2017,3.3,Pre-harvest
Sweden,"Peas, green",2017,1.0,Harvest
Sweden,Carrots and turnips,2017,20.0,Harvest
Sweden,Carrots and turnips,2017,12.0,Storage
Sweden,Carrots and turnips,2017,33.5,Farm
Sweden,Carrots and turnips,2017,16.5,Processing
Sweden,Carrots and turnips,2017,0.2,Wholesale
Sweden,"Onions and shallots, green",2017,2.4,Farm
Sweden,"Onions and shallots, green",2017,18.0,Farm
Sweden,"Onions and shallots, green",2017,17.0,Storage
Sweden,"Onions and shallots, green",2017,33.0,Processing
Sweden,"Peas, green",2013,17.0,Farm
Sweden,"Peas, green",2013,4.0,Harvest
Sweden,Carrots and turnips,2013,22.0,Whole supply chain
Sweden,"Onions and shallots, green",2013,25.0,Whole supply chain
Sweden,Strawberries,2013,17.5,Harvest
Sweden,"Peas, green",2012,4.0,Harvest
Sweden,"Peas, green",2012,17.0,Farm
Sweden,Carrots and turnips,2012,22.0,Whole supply chain
Sweden,"Onions and shallots, green",2012,25.0,Whole supply chain
Sweden,Strawberries,2012,17.5,Harvest
Sweden,"Peas, green",2011,17.0,Farm
Sweden,"Peas, green",2011,4.0,Harvest
Sweden,Carrots and turnips,2011,22.0,Whole supply chain
Sweden,"Onions and shallots, green",2011,25.0,Whole supply chain
Sweden,Strawberries,2011,17.5,Harvest
Trinidad and Tobago,Tomatoes,2015,7.0,Harvest
Trinidad and Tobago,Tomatoes,2015,8.0,Processing
Trinidad and Tobago,Tomatoes,2015,12.0,Retail
Trinidad and Tobago,"Mangoes, guavas and mangosteens",2015,5.0,Harvest
Trinidad and Tobago,"Mangoes, guavas and mangosteens",2015,17.0,Processing
Trinidad and Tobago,Tomatoes,2013,29.5,
Trinidad and Tobago,"Pumpkins, squash and gourds",2013,55.0,Transport
Turkey,"Other fruits, n.e.c.",2013,5.0,Households
Turkey,"Other fruits, n.e.c.",2013,20.0,Farm
Turkey,"Other fruits, n.e.c.",2013,10.0,Wholesale
Turkey,"Other fruits, n.e.c.",2013,10.0,Processing
Turkey,"Other fruits, n.e.c.",2013,8.0,Farm
Uganda,Plantains and cooking bananas,2013,6.5,Farm
Ukraine,Apples,2013,15.0,Wholesale
Ukraine,Apples,2013,12.5,Wholesale
Ukraine,Apples,2013,10.0,Farm
Ukraine,Apples,2013,35.0,Post-harvest
Ukraine,Apples,2013,3.0,Wholesale
